CASRN,CATMoS_LD50_mgkg,Canonical_QSARr,LogLD50
78-69-3,6540.0,CCC(C)(O)CCCC(C)C,3.815577748324267
126-06-7,528.0,CC1(C)C(=O)N(Br)C(=O)N1Cl,2.722633922533812
127-39-9,4043.0,CC(C)COC(=O)C(CC(=O)OCC(C)C)S(O)(=O)=O,3.6067037413336744
68526-56-7,7500.0,CCC=CCCC=CC=C,3.8750612633917
299-27-4,10001.0,OCC(O)C(O)C(O)C(O)C(O)=O,4.000043427276863
333-20-0,854.0,N#CS,2.931457870689005
3452-97-9,2905.0,CC(CCO)CC(C)(C)C,3.4631461367263494
3794-83-0,2533.0,CC(O)(P(O)(O)=O)P(O)(O)=O,3.403635189790548
1214-39-7,1609.0,C(NC1NC=NC2=NC=NC2=1)C1C=CC=CC=1,3.2065560440990297
132-67-2,1770.0,OC(=O)C1=CC=CC=C1C(=O)NC1=CC=CC2=CC=CC=C21,3.247973266361807
4335-09-5,10001.0,NC1C2=C(C=C(C(N=NC3C=CC(=CC=3)C3C=CC(=CC=3)N=NC3C=CC(O)=CC=3)=C2O)S(O)(=O)=O)C=C(C=1N=NC1C=CC(=CC=1)[N+]([O-])=O)S(O)(=O)=O,4.000043427276863
101-42-8,6313.0,CN(C)C(=O)NC1C=CC=CC=1,3.800235789327354
15457-05-3,9000.0,[O-][N+](=O)C1C=C(C=CC=1OC1C=CC(=CC=1)[N+]([O-])=O)C(F)(F)F,3.9542425094393248
1478-61-1,3400.0,OC1C=CC(=CC=1)C(C1C=CC(O)=CC=1)(C(F)(F)F)C(F)(F)F,3.531478917042255
88-24-4,10001.0,CC(C)(C)C1=CC(CC)=CC(CC2C=C(CC)C=C(C=2O)C(C)(C)C)=C1O,4.000043427276863
113-52-0,305.0,CN(C)CCCN1C2C=CC=CC=2CCC2C=CC=CC1=2,2.484299839346786
121-00-6,3455.0,COC1C=C(C(O)=CC=1)C(C)(C)C,3.5384480517102173
54-95-5,140.0,C1CCCCN2N=NN=C21,2.146128035678238
14960-06-6,10001.0,CCCCCCCCCCCCN(CCC(O)=O)CCC(O)=O,4.000043427276863
136-32-3,1620.0,OC1C=C(Cl)C(Cl)=CC=1Cl,3.2095150145426308
21282-97-3,6251.0,CC(=O)CC(=O)OCCOC(=O)C(C)=C,3.7959494989028033
6485-40-1,5150.0,CC1=CCC(CC1=O)C(C)=C,3.711807229041191
3737-41-5,87.0,O=S1(=O)CC(Cl)(Cl)C(Cl)(Cl)C1,1.9395192526186185
91-97-4,2751.0,CC1C=C(C=CC=1N=C=O)C1C=C(C)C(=CC=1)N=C=O,3.4394905903896835
21145-77-7,931.0,CC1=CC2=C(C=C1C(C)=O)C(C)(C)CC(C)C2(C)C,2.9689496809813427
135-57-9,4250.0,O=C(NC1C=CC=CC=1SSC1=CC=CC=C1NC(=O)C1C=CC=CC=1)C1C=CC=CC=1,3.6283889300503116
6104-58-1,6251.0,CC1=CC(=CC=C1C(=C1C=CC(C=C1C)=[N+](CC1C=C(C=CC=1)S(O)(=O)=O)CC)C1C=CC(=CC=1)NC1C=CC(=CC=1)OCC)N(CC1C=C(C=CC=1)S(O)(=O)=O)CC,3.7959494989028033
1639-66-3,1900.0,CCCCCCCCOC(=O)C(CC(=O)OCCCCCCCC)S(O)(=O)=O,3.278753600952829
78-07-9,10001.0,CC[Si](OCC)(OCC)OCC,4.000043427276863
52-85-7,37.0,CN(C)S(=O)(=O)C1C=CC(=CC=1)OP(=S)(OC)OC,1.568201724066995
465-73-6,7.0,ClC1(Cl)C2(Cl)C3C4CC(C=C4)C3C1(Cl)C(Cl)=C2Cl,0.8450980400142568
103-60-6,7500.0,CC(C)C(=O)OCCOC1C=CC=CC=1,3.8750612633917
1344-32-7,3075.0,ClCC1C(Cl)=CC(Cl)=CC=1Cl,3.4878451201114355
2735-04-8,464.0,COC1=CC(=CC=C1N)OC,2.6665179805548807
4559-86-8,10001.0,CCCCN(CCCC)C(=O)N(CCCC)CCCC,4.000043427276863
130-89-2,620.0,COC1=CC=C2N=CC=C(C(O)C3CC4CCN3CC4C=C)C2=C1,2.792391689498254
6610-29-3,15.0,CNC(=S)NN,1.1760912590556813
93-04-9,4501.0,COC1=CC2C=CC=CC=2C=C1,3.653309012938479
98-53-3,2806.0,CC(C)(C)C1CCC(=O)CC1,3.448087666692341
143-24-8,4172.0,COCCOCCOCCOCCOC,3.6203442997544935
98-66-8,500.0,OS(=O)(=O)C1C=CC(Cl)=CC=1,2.6989700043360187
14814-09-6,6108.0,CCO[Si](CCCS)(OCC)OCC,3.7858990283843834
103-45-7,4527.0,CC(=O)OCCC1C=CC=CC=1,3.655810494495252
141-00-4,600.0,OC(=O)CCC(O)=O,2.7781512503836434
18871-14-2,6251.0,CCCCCC1COCCC1OC(C)=O,3.7959494989028033
5437-98-9,1847.0,CC(=O)CC(=O)NC1C=CC(=CC=1)OC,3.2664668954402414
6837-24-7,370.0,O=C1CCCN1C1CCCCC1,2.568201724066995
103-48-0,5200.0,CC(C)C(=O)OCCC1C=CC=CC=1,3.716003343634799
3445-11-2,10001.0,OCCN1CCCC1=O,4.000043427276863
6711-48-4,1985.0,CN(C)CCCNCCCN(C)C,3.297760511099134
682-09-7,4813.0,CCC(CO)(COCC=C)COCC=C,3.6824158616773586
20769-85-1,838.0,CC(C)(Br)C(=O)Br,2.9232440186302764
113-98-4,8900.0,CC1(C)SC2C(NC(=O)CC3C=CC=CC=3)C(=O)N2C1C(O)=O,3.949390006644913
522-48-5,785.0,C1CCC(C2C=CC=CC=21)C1NCCN=1,2.8948696567452528
489-84-9,1550.0,CC1C=CC2C=1C=C(C=CC=2C)C(C)C,3.1903316981702914
355-42-0,7500.0,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3.8750612633917
103-37-7,2333.0,CCCC(=O)OCC1C=CC=CC=1,3.3679147387937527
67883-79-8,7500.0,CC(=CC)C(=O)OCCC=CCC,3.8750612633917
1193-81-3,2100.0,CC(O)C1CCCCC1,3.322219294733919
122-69-0,4200.0,O=C(C=CC1C=CC=CC=1)OCC=CC1C=CC=CC=1,3.6232492903979003
591-12-8,3900.0,CC1=CCC(=O)O1,3.591064607026499
132-18-3,698.0,CN1CCC(CC1)OC(C1=CC=CC=C1)C1=CC=CC=C1,2.843855422623161
555-77-1,5.0,ClCCN(CCCl)CCCl,0.6989700043360189
13706-86-0,7500.0,CC(=O)C(=O)CC(C)C,3.8750612633917
670-54-2,5.0,N#CC(C#N)=C(C#N)C#N,0.6989700043360189
141773-73-1,2751.0,CC(OC(C)(C)COC(=O)CC)C1CCCC(C)(C)C1,3.4394905903896835
2623-23-6,6251.0,CC(C)C1CCC(C)CC1OC(C)=O,3.7959494989028033
102-85-2,3000.0,CCCCOP(OCCCC)OCCCC,3.4771212547196626
101-94-0,7500.0,CC1=CC=C(C=C1)OC(=O)CC1C=CC=CC=1,3.8750612633917
14205-39-1,1760.0,CC(=N)CC(=O)OC,3.24551266781415
2049-95-8,2751.0,CCC(C)(C)C1C=CC=CC=1,3.4394905903896835
23726-91-2,2920.0,CC1CCCC(C)(C)C=1C(=O)C=CC,3.4653828514484184
2374-14-3,3540.0,C[Si]1(CCC(F)(F)F)O[Si](C)(CCC(F)(F)F)O[Si](C)(CCC(F)(F)F)O1,3.5490032620257876
3032-55-1,1027.0,CC(CO[N+]([O-])=O)(CO[N+]([O-])=O)CO[N+]([O-])=O,3.0115704435972783
39864-15-8,7500.0,CC(=O)OCCCCCCCCCOC(C)=O,3.8750612633917
4390-04-9,6251.0,CC(CC(C)(C)C)CC(C)(C)CC(C)(C)C,3.7959494989028033
4430-31-3,3900.0,O=C1CCC2CCCCC2O1,3.591064607026499
4584-46-7,238.0,CN(C)CCCl,2.376576957056512
513-79-1,660.0,OC(O)=O,2.8195439355418688
51566-62-2,5098.0,CC(CC#N)CCC=C(C)C,3.7073998311332486
52238-92-3,2751.0,OC1=C(N=NC2=CC(=CC=C2Cl)C(F)(F)F)C2C=CC=CC=2C=C1C(=O)NC1=CC(Cl)=C(C=C1Cl)NC(=O)C1=CC2C=CC=CC=2C(N=NC2=CC(=CC=C2Cl)C(F)(F)F)=C1O,3.4394905903896835
614-68-6,1600.0,CC1C=CC=CC=1N=C=O,3.2041199826559246
628-81-9,1870.0,CCCCOCC,3.271841606536499
6320-14-5,24.0,CN1/C(=C\C=C\C2=[N+](C)C3=CC=CC=C3C2(C)C)/C(C)(C)C2C=CC=CC1=2,1.380211241711606
635-22-3,400.0,NC1=CC(=C(Cl)C=C1)[N+]([O-])=O,2.6020599913279625
67801-20-1,1250.0,CC(C=CC1CC=C(C)C1(C)C)C(C)O,3.0969100130080562
69929-16-4,7500.0,CCOCCC(C)CCC=C(C)C,3.8750612633917
700-13-0,3200.0,CC1C(O)=CC(C)=C(O)C=1C,3.505149978319906
7492-67-3,7500.0,CC(CCC=C(C)C)CCOCC=O,3.8750612633917
84-83-3,215.0,CN1C(=CC=O)C(C)(C)C2=CC=CC=C12,2.3324384599156054
89-61-2,1105.0,[O-][N+](=O)C1C=C(Cl)C=CC=1Cl,3.0433622780211294
96-32-2,175.0,COC(=O)CBr,2.2430380486862944
100-36-7,1232.0,CCN(CCN)CC,3.090610707828407
7286-69-3,3000.0,CC(CC)NC1N=C(NCC)N=C(Cl)N=1,3.4771212547196626
17455-13-9,525.0,C1COCCOCCOCCOCCOCCO1,2.720159303405957
50-01-1,720.0,NC(N)=N,2.8573324964312685
84-89-9,7500.0,NC1C=CC=C2C(=CC=CC2=1)S(O)(=O)=O,3.8750612633917
88-17-5,1875.0,NC1C=CC=CC=1C(F)(F)F,3.2730012720637376
96-99-1,3150.0,[O-][N+](=O)C1=CC(=CC=C1Cl)C(O)=O,3.4983105537896004
104-78-9,690.0,CCN(CCCN)CC,2.838849090737255
115-69-5,10001.0,CC(N)(CO)CO,4.000043427276863
126-97-6,126.0,OC(=O)CS,2.100370545117563
134-97-4,8220.0,CCN1CN(CO)C(=O)N(C1)CO,3.9148718175400505
382-28-5,6251.0,FC(F)(F)N1C(F)(F)C(F)(F)OC(F)(F)C1(F)F,3.7959494989028033
392-83-6,2720.0,FC(F)(F)C1C=CC=CC=1Br,3.4345689040341987
497-26-7,2900.0,CC1OCCO1,3.462397997898956
504-17-6,7500.0,O=C1CC(=O)NC(=S)N1,3.8750612633917
542-08-5,10001.0,CC(=O)CC(=O)OC(C)C,4.000043427276863
558-30-5,3890.0,CC1(C)CO1,3.5899496013257077
611-07-4,1050.0,[O-][N+](=O)C1C=CC(Cl)=CC=1O,3.0211892990699383
611-13-2,300.0,COC(=O)C1=CC=CO1,2.4771212547196626
613-53-6,6769.0,BrC(Br)(Br)C1C=CC2=CC=CC=C2N=1,3.8305245140972586
619-72-7,30.0,N#CC1C=CC(=CC=1)[N+]([O-])=O,1.4771212547196624
627-12-3,1877.0,CCCOC(N)=O,3.273464272621346
734-88-3,1580.0,CCOC(=O)C1=CC2=C(C=CC3=CC=CC=C32)OC1=O,3.1986570869544226
919-94-8,2751.0,CC(C)(CC)OCC,3.4394905903896835
1809-20-7,1700.0,CC(C)OP(=O)OC(C)C,3.230448921378274
2035-99-6,7500.0,CCCCCCCC(=O)OCCC(C)C,3.8750612633917
2198-61-0,7500.0,CCCCCC(=O)OCCC(C)C,3.8750612633917
2315-36-8,500.0,CCN(CC)C(=O)CCl,2.6989700043360187
2578-45-2,50.0,[O-][N+](=O)C1C=NC(Cl)=C(C=1)[N+]([O-])=O,1.6989700043360187
3683-12-3,7500.0,CC(=C)C(=O)OCCC1C=CC=CC=1,3.8750612633917
3875-72-7,4360.0,CC1C=C(Cl)C=C2SC(C3SC4C=C(Cl)C=C(C)C=4C=3OS(O)(=O)=O)=C(OS(O)(=O)=O)C=12,3.639486489268586
5128-28-9,1100.0,[O-][N+](=O)C1=CC2C(=NON=2=O)C(=C1)[N+]([O-])=O,3.041392685158225
5307-02-8,60.0,COC1C=C(N)C=CC=1N,1.7781512503836436
5683-30-7,3000.0,C[Si](C)(C)CCC(O)=O,3.4771212547196626
6000-43-7,3340.0,NCC(O)=O,3.5237464668115646
6962-44-3,2677.0,CC1C=C(NC(C)=O)C(=CC=1)OC,3.4276483711869328
10099-70-4,2140.0,CC(C)OC(=O)C=CC(=O)OC(C)C,3.330413773349191
13925-07-0,456.0,CCC1N=CC(C)=NC=1C,2.658964842664435
16143-18-3,7500.0,CC(C)(C)C1C=C2N=C(OC2=CC=1)C1C=CC(C=CC2C=CC(=CC=2)C2C=CC=CC=2)=CC=1,3.8750612633917
25371-54-4,10001.0,CCCCCCCCCCCCCCCCCCP(=O)(OC)OC,4.000043427276863
33100-27-5,1410.0,C1COCCOCCOCCOCCO1,3.1492191126553797
35249-69-5,2440.0,OC(=O)COCC(O)=O,3.387389826338729
36888-99-0,10000.0,O=C1NC(=O)C(C2=NC(=C3C(=O)NC(=O)NC3=O)C3=CC=CC=C32)C(=O)N1,4.0
53378-52-2,6251.0,CC(C)COP(=O)(S)OCC(C)C,3.7959494989028033
56966-52-0,2287.0,NC1C=C(Cl)C=CC=1OC1C=CC(Cl)=CC=1Cl,3.3592661646067485
58243-85-9,3200.0,CCC1=CC2=C(C=C1C=O)C(C)(C)CCC2(C)C,3.505149978319906
67584-55-8,2751.0,CN(CCOC(=O)C=C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3.4394905903896835
94108-97-1,7500.0,CCC(COCC(COC(=O)C=C)(COC(=O)C=C)CC)(COC(=O)C=C)COC(=O)C=C,3.8750612633917
32539-83-6,2751.0,C1CCOC2CCCCCCCCCCC=21,3.4394905903896835
110528-94-4,1550.0,C[N+](C)(CC(O)C[N+](C)(C)CCO)CCO,3.1903316981702914
2146-71-6,2751.0,CCCCCCCCCCCC(=O)OC=C,3.4394905903896835
106-55-8,3160.0,CC1CNC(C)CN1,3.499687082618404
1623-14-9,1600.0,CCOP(O)(O)=O,3.2041199826559246
2157-19-9,10001.0,OCC1C(CO)C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl,4.000043427276863
27603-25-4,312.0,CS(=O)(=O)C1=NN=C(S1)C(F)(F)F,2.494154594018443
34131-99-2,4200.0,CC(C)C1CC2CCC(O)CC2CC1,3.6232492903979003
35435-21-3,2751.0,CC(CC(C)(C)C)C[Si](OCC)(OCC)OCC,3.4394905903896835
39670-09-2,3151.0,CC(=C)C(=O)OCCOCCOCCOCC,3.4984484031739997
107-72-2,2340.0,[SiH3]CCCCC(Cl)(Cl)Cl,3.369215857410143
107-18-6,100.0,C=CCO,2.0
103-33-3,1000.0,C1=CC=CC=C1N=NC1C=CC=CC=1,3.0
67-52-7,4501.0,O=C1NC(=O)CC(=O)N1,3.653309012938479
110-97-4,5783.0,CC(O)CNCC(C)O,3.7621531923035945
75-65-0,3130.0,CC(C)(C)O,3.4955443375464483
109-69-3,2670.0,CCCCCl,3.4265112613645754
111-46-6,10001.0,OCCOCCO,4.000043427276863
105-55-5,316.0,CCNC(=S)NCC,2.499687082618404
77-83-8,5470.0,CC1(OC1C(=O)OCC)C1C=CC=CC=1,3.737987326333431
107-21-1,7813.0,OCCO,3.892817824309576
151-56-4,10.0,C1CN1,1.0
2164-17-2,5446.0,CN(C)C(=O)NC1C=C(C=CC=1)C(F)(F)F,3.736077637003946
5141-20-8,3500.0,CC[N+](CC1C=C(C=CC=1)S(O)(=O)=O)=C1C=CC(C=C1)=C(C1C=CC(=CC=1)S(O)(=O)=O)C1C=CC(=CC=1)N(CC1C=C(C=CC=1)S(O)(=O)=O)CC,3.5440680443502757
54-85-3,1296.25,NNC(=O)C1C=CN=CC=1,3.1126887693970975
55-22-1,4626.0,OC(=O)C1C=CN=CC=1,3.6652056284346006
78-59-1,2032.0,CC1CC(C)(C)CC(=O)C=1,3.307923703611882
298-81-7,791.0,COC1C2OC=CC=2C=C2C=CC(=O)OC2=1,2.8981764834976764
55-80-1,1500.0,CC1C=CC=C(C=1)N=NC1C=CC(=CC=1)N(C)C,3.1760912590556813
86-87-3,1000.0,OC(=O)CC1C=CC=C2C=CC=CC2=1,3.0
86-88-4,4.0,NC(=S)NC1C=CC=C2C=CC=CC2=1,0.6020599913279624
100-01-6,1705.0,NC1=CC=C(C=C1)[N+]([O-])=O,3.2317243833285163
930-55-2,900.0,O=NN1CCCC1,2.9542425094393248
624-18-0,147.0,NC1C=CC(N)=CC=1,2.167317334748176
122-60-1,3537.0,C(OC1C=CC=CC=1)C1CO1,3.5486350598147514
100-63-0,188.0,NNC1C=CC=CC=1,2.27415784926368
1120-71-4,112.0,O=S1(=O)CCCO1,2.0492180226701815
105-11-3,464.0,ON=C1C=CC(C=C1)=NO,2.6665179805548807
3761-53-3,10001.0,CC1=CC(C)=CC=C1N=NC1=C2C=C(C=CC2=CC(=C1O)S(O)(=O)=O)S(O)(=O)=O,4.000043427276863
64-77-7,2490.0,CC1C=CC(=CC=1)S(=O)(=O)NC(=O)NCCCC,3.3961993470957363
593-60-2,500.0,C=CBr,2.6989700043360187
75-01-4,500.0,C=CCl,2.6989700043360187
75-35-4,1250.0,C=C(Cl)Cl,3.0969100130080562
67-64-1,7125.0,CC(C)=O,3.8527848686805477
88-99-3,7900.0,OC(=O)C1=CC=CC=C1C(O)=O,3.8976270912904414
123-72-8,4190.0,CCCC=O,3.622214022966295
112-34-5,6865.0,CCCCOCCOCCO,3.836640541572774
123-99-9,7500.0,OC(=O)CCCCCCCC(O)=O,3.8750612633917
57-11-4,4600.0,CCCCCCCCCCCCCCCCCC(O)=O,3.662757831681574
123-76-2,1850.0,CC(=O)CCC(O)=O,3.2671717284030137
66-76-2,250.0,O=C1OC2=CC=CC=C2C(=O)C1CC1C(=O)C2=CC=CC=C2OC1=O,2.3979400086720375
80-46-6,2478.0,CC(C)(CC)C1C=CC(O)=CC=1,3.3941013020400446
81-19-6,1360.0,ClC1C=CC=C(Cl)C=1C(Cl)Cl,3.1335389083702174
83-34-1,3450.0,CC1=CNC2C=CC=CC=21,3.537819095073274
83-88-5,10001.0,CC1=CC2=C(C=C1C)N=C1C(=NC(=O)NC1=O)N2CC(O)C(O)C(O)CO,4.000043427276863
94-09-7,3042.0,CCOC(=O)C1C=CC(N)=CC=1,3.4831592097169795
95-01-2,400.0,OC1=CC(O)=C(C=O)C=C1,2.6020599913279625
95-48-7,736.0,CC1C=CC=CC=1O,2.866877814337499
103-83-3,265.0,CN(C)CC1C=CC=CC=1,2.423245873936808
111-27-3,4420.0,CCCCCCO,3.645422269349092
111-70-6,4938.0,CCCCCCCO,3.6935510855959133
111-86-4,315.0,CCCCCCCCN,2.4983105537896004
619-80-7,476.0,NC(=O)C1C=CC(=CC=1)[N+]([O-])=O,2.677606952720493
768-94-5,986.0,NC12CC3CC(C1)CC(C2)C3,2.993876914941211
6361-21-3,3200.0,[O-][N+](=O)C1C=C(C=O)C(Cl)=CC=1,3.505149978319906
131-56-6,8600.0,OC1C=C(O)C(=CC=1)C(=O)C1C=CC=CC=1,3.934498451243568
107-43-7,10001.0,C[N+](C)(C)CC([O-])=O,4.000043427276863
52-90-4,1890.0,NC(CS)C(O)=O,3.2764618041732443
85-73-4,2751.0,OC(=O)C1C=CC=CC=1C(=O)NC1C=CC(=CC=1)S(=O)(=O)NC1=NC=CS1,3.4394905903896835
84-80-0,10001.0,CC(C)CCCC(C)CCCC(C)CCCC(C)=CCC1C(=O)C2C=CC=CC=2C(=O)C=1C,4.000043427276863
123-09-1,400.0,CSC1C=CC(Cl)=CC=1,2.6020599913279625
934-73-6,463.0,CS(=O)C1C=CC(Cl)=CC=1,2.6655809910179533
95-49-8,3038.0,CC1C=CC=CC=1Cl,3.4825877695267677
59756-60-4,10000.0,CN1C=C(C(=O)C(=C1)C1C=CC=CC=1)C1=CC(=CC=C1)C(F)(F)F,4.0
75-55-8,19.0,CC1CN1,1.2787536009528289
62-74-8,0.15,OC(=O)CF,-0.8239087409443188
106-95-6,157.0,C=CCBr,2.1958996524092336
95-55-6,1806.0,NC1C=CC=CC=1O,3.256717745977487
994-05-8,1865.0,CCC(C)(C)OC,3.2706788361447066
56-93-9,78.0,C[N+](C)(C)CC1C=CC=CC=1,1.8920946026904804
633-65-8,10001.0,COC1C(=CC=C2C=C3C4=CC5OCOC=5C=C4CC[N+]3=CC2=1)OC,4.000043427276863
4196-86-5,1158.0,O=C(OCC(COC(=O)C1C=CC=CC=1)(COC(=O)C1C=CC=CC=1)COC(=O)C1C=CC=CC=1)C1C=CC=CC=1,3.0637085593914173
106-43-4,2258.0,CC1=CC=C(Cl)C=C1,3.353723937588949
2210-79-9,3700.0,CC1=CC=CC=C1OCC1CO1,3.568201724066995
821-06-7,62.0,BrCC=CCBr,1.792391689498254
3322-93-8,3220.0,BrCC(Br)C1CC(Br)C(Br)CC1,3.507855871695831
3209-22-1,446.0,[O-][N+](=O)C1=CC=CC(Cl)=C1Cl,2.649334858712142
99-54-7,794.0,[O-][N+](=O)C1C=C(Cl)C(Cl)=CC=1,2.8998205024270964
117-82-8,4400.0,COCCOC(=O)C1C=CC=CC=1C(=O)OCCOC,3.6434526764861874
627-93-0,6251.0,COC(=O)CCCCC(=O)OC,3.7959494989028033
75-12-7,5555.0,NC=O,3.7446840632768863
25637-99-4,10001.0,BrC1CC(Br)CC(Br)CC(Br)CC(Br)CC(Br)C1,4.000043427276863
3173-53-3,504.0,O=C=NC1CCCCC1,2.7024305364455254
74-82-8,3500.0,C,3.5440680443502757
110-26-9,390.0,C=CC(=O)NCNC(=O)C=C,2.591064607026499
6317-18-6,55.0,N#CSCSC#N,1.7403626894942439
90-33-5,3850.0,CC1=CC(=O)OC2C=C(O)C=CC=21,3.5854607295085006
75-04-7,432.0,CCN,2.635483746814912
93-45-8,5200.0,OC1C=CC(=CC=1)NC1C=C2C=CC=CC2=CC=1,3.716003343634799
17557-23-2,4500.0,CC(C)(COCC1CO1)COCC1CO1,3.6532125137753435
121-39-1,2300.0,CCOC(=O)C1OC1C1C=CC=CC=1,3.361727836017593
79-09-4,3341.0,CCC(O)=O,3.523876475638131
13889-92-4,1129.0,CCCSC(=O)Cl,3.052693941924968
57018-52-7,3771.0,CC(O)COC(C)(C)C,3.5764565324056203
723-46-6,6285.0,CC1=CC(NS(=O)(=O)C2C=CC(N)=CC=2)=NO1,3.7983052820219765
110-02-1,1400.0,C1=CC=CS1,3.146128035678238
87-61-6,1293.0,ClC1C=CC=C(Cl)C=1Cl,3.111598524880394
108-70-3,800.0,ClC1C=C(Cl)C=C(Cl)C=1,2.9030899869919438
78-40-0,1382.5,CCOP(=O)(OCC)OCC,3.140665139976736
87-62-7,1116.0,CC1C=CC=C(C)C=1N,3.04766419460156
108-69-0,708.5,CC1=CC(N)=CC(C)=C1,2.850339854583479
85-40-5,6251.0,O=C1NC(=O)C2CC=CCC12,3.7959494989028033
85-42-7,3395.0,O=C1OC(=O)C2CCCCC12,3.5308397786165204
103-09-3,4070.0,CCCCC(COC(C)=O)CC,3.60959440922522
103-34-4,4950.0,C1COCCN1SSN1CCOCC1,3.694605198933569
106-31-0,8790.0,CCCC(=O)OC(=O)CCC,3.9439888750737717
107-64-2,10001.0,C[N+](C)(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC,4.000043427276863
112-92-5,10001.0,CCCCCCCCCCCCCCCCCCO,4.000043427276863
121-60-8,3200.0,CC(=O)NC1C=CC(=CC=1)S(=O)(=O)Cl,3.505149978319906
124-41-4,1685.0,CO,3.2265999052073573
126-11-4,1900.0,[O-][N+](=O)C(CO)(CO)CO,3.278753600952829
126-57-8,2751.0,CCC(COC(=O)CCCCCCCC)(COC(=O)CCCCCCCC)COC(=O)CCCCCCCC,3.4394905903896835
144-19-4,3200.0,CC(C)C(O)C(C)(C)CO,3.505149978319906
610-39-9,807.0,CC1C=C(C(=CC=1)[N+]([O-])=O)[N+]([O-])=O,2.90687353472207
616-45-5,7622.0,O=C1CCCN1,3.8820689444361483
619-15-8,612.0,CC1=CC(=CC=C1[N+]([O-])=O)[N+]([O-])=O,2.7867514221455614
675-62-7,1049.0,C[Si](Cl)(Cl)CCC(F)(F)F,3.020775488193558
1222-05-5,5490.0,CC1(C)C(C)C(C)(C)C2=CC3COCC(C)C=3C=C12,3.739572344450092
1459-93-4,3945.0,COC(=O)C1=CC(=CC=C1)C(=O)OC,3.596047007545439
2082-79-3,6876.0,CCCCCCCCCCCCCCCCCCOC(=O)CCC1C=C(C(O)=C(C=1)C(C)(C)C)C(C)(C)C,3.837335868015015
3618-72-2,7500.0,COC1=CC(N=NC2=C(Br)C=C(C=C2[N+]([O-])=O)[N+]([O-])=O)=C(C=C1N(CCOC(C)=O)CCOC(C)=O)NC(C)=O,3.8750612633917
4904-61-4,3220.0,C1CC=CCCC=CCCC=C1,3.507855871695831
5026-74-4,1037.0,C(C1CO1)N(CC1CO1)C1C=CC(=CC=1)OCC1CO1,3.015778756389041
5064-31-3,1694.0,OC(=O)CN(CC(O)=O)CC(O)=O,3.228913405994688
5131-66-8,3400.0,CCCCOCC(C)O,3.531478917042255
13031-41-9,743.0,CC(=O)OC1C=CC(=CC=1)C#N,2.8709888137605755
13472-08-7,335.0,CC(CC)(C#N)N=NC(C)(CC)C#N,2.525044807036845
13547-70-1,550.0,CC(C)(C)C(=O)CCl,2.7403626894942437
17796-82-6,4160.0,O=C1C2C=CC=CC=2C(=O)N1SC1CCCCC1,3.6190933306267428
18268-70-7,10001.0,CCCCC(CC)C(=O)OCCOCCOCCOCCOC(=O)C(CCCC)CC,4.000043427276863
22591-21-5,1300.0,CC(C)(C)C(=O)C(Cl)Cl,3.113943352306837
26523-78-4,10000.0,CCCCCCCCCC1C=CC(=CC=1)OP(OC1C=CC(CCCCCCCCC)=CC=1)OC1C=CC(CCCCCCCCC)=CC=1,4.0
26544-38-7,2550.0,CC(=CC(C)CC(C)CC(C)C)C1CC(=O)OC1=O,3.406540180433955
29329-71-3,3550.0,CC(O)(P(O)(O)=O)P(O)(O)=O,3.550228353055094
29911-28-2,3737.0,CCCCOCC(C)OCC(C)O,3.5725230978496376
40601-76-1,4376.0,CC(C)(C)C1C=C(C)C(CN2C(=O)N(CC3=C(C)C(O)=C(C=C3C)C(C)(C)C)C(=O)N(CC3=C(C)C(O)=C(C=C3C)C(C)(C)C)C2=O)=C(C)C=1O,3.641077313325374
61260-55-7,850.0,CC1(C)CC(CC(C)(C)N1)NCCCCCCNC1CC(C)(C)NC(C)(C)C1,2.929418925714293
68955-53-3,894.5,CC(C)(C)CCCCCCCCCN,2.951580344903392
102268-15-5,3353.0,CCC1=CC(=C(N=C1)C(O)=O)C(O)=O,3.52543355342882
70-55-3,2347.0,CC1=CC=C(C=C1)S(N)(=O)=O,3.3705130895985924
120-51-4,2274.0,O=C(OCC1C=CC=CC=1)C1C=CC=CC=1,3.356790460351716
123-17-1,10001.0,CC(CC(C)C)CC(O)CC(C)C,4.000043427276863
2160-93-2,2717.0,CC(C)(C)N(CCO)CCO,3.4340896384178907
2436-90-0,6251.0,CC(CCC=C(C)C)C=C,3.7959494989028033
7027-11-4,188.0,CC1(C)CC(=O)CC(C)(C1)C#N,2.27415784926368
18479-58-8,3600.0,CC(CCCC(C)(C)O)C=C,3.5563025007672873
68955-20-4,1886.0,CCCCCCCCCCCCCCCCCOS(O)(=O)=O,3.2755416884013098
68987-29-1,3500.0,CCCCCCCCCCCCCCCCCCOP(O)(O)=O,3.5440680443502757
111687-36-6,4501.0,OC(=O)N(CC(O)=O)CCCN(C(O)=O)C(O)=O,3.653309012938479
79-39-0,1761.0,CC(=C)C(N)=O,3.245759355967277
91-15-6,125.0,N#CC1=CC=CC=C1C#N,2.0969100130080562
107-86-8,749.0,CC(C)=CC=O,2.8744818176994666
